date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:12:42	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2015:12:45%20GMT	http://public-assets.envato-static.com/icons/themeforest.net/apple-touch-icon-precomposed.png	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/icons/themeforest.net/apple-touch-icon-precomposed.png	(from )
18:12:42	9251/9251	---M--	200	added ('OK')	image/png	etag:%22571b0585baccf30bde09cb6e5aad849f%22	https://public-assets.envato-static.com/icons/themeforest.net/apple-touch-icon-precomposed.png	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/icons/themeforest.net/apple-touch-icon-precomposed.png	(from )
18:12:42	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2015:12:45%20GMT	http://public-assets.envato-static.com/assets/market/pages/full_screen_preview/index-39fc94f50438714d8467e6c5e21895674c1ed3fb42ecf0bbda67669a448ef91e.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/pages/full_screen_preview/index-39fc94f50438714d8467e6c5e21895674c1ed3fb42ecf0bbda67669a448ef91e.js	(from )
18:12:42	160792/160792	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244351fd147b4e014be6794619ba6ec4a%22	https://public-assets.envato-static.com/assets/market/pages/full_screen_preview/index-39fc94f50438714d8467e6c5e21895674c1ed3fb42ecf0bbda67669a448ef91e.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/pages/full_screen_preview/index-39fc94f50438714d8467e6c5e21895674c1ed3fb42ecf0bbda67669a448ef91e.js	(from )
18:12:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2015:12:46%20GMT	http://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947	C:/My%20Web%20Sites/ssadw/themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947.e.delayed	(from )
18:12:45	66/66	---M--	401	error ('Unauthorized')	application/json	date:Fri,%2012%20Aug%202022%2015:12:48%20GMT	http://themeforest.net/checkout/from_item/20493947?license=regular&support=bundle_6month	C:/My%20Web%20Sites/ssadw/themeforest.net/checkout/from_item/204939473948	(from )
18:12:45	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Aug%202022%2015:12:48%20GMT	http://quanticalabs.com/template/cleanmate-cleaning-company-maid-gardening-template/20493947	C:/My%20Web%20Sites/ssadw/quanticalabs.com/template/cleanmate-cleaning-company-maid-gardening-template/20493947.11.delayed	(from )
18:12:45	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2015:12:48%20GMT	http://public-assets.envato-static.com/assets/market/core/standardised_google_analytics_helpers-2a0d6d0a6b9087b30b4be07688eb3acaa6d4fed95642c7ea8e010d29a5ccec5c.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/core/standardised_google_analytics_helpers-2a0d6d0a6b9087b30b4be07688eb3acaa6d4fed95642c7ea8e010d29a5ccec5c.js	(from )
18:12:45	169175/169175	---MCZ	200	added ('OK')	text/html	etag:W/%229cd4db385b97be3a553a652c249e2edf%22	https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947	C:/My%20Web%20Sites/ssadw/themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947.html	(from )
18:12:45	488/488	---M--	200	added ('OK')	application/javascript	etag:%228c71d20e3e693f103fe97ae4f5ca78ea%22	https://public-assets.envato-static.com/assets/market/core/standardised_google_analytics_helpers-2a0d6d0a6b9087b30b4be07688eb3acaa6d4fed95642c7ea8e010d29a5ccec5c.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/core/standardised_google_analytics_helpers-2a0d6d0a6b9087b30b4be07688eb3acaa6d4fed95642c7ea8e010d29a5ccec5c.js	(from )
18:12:46	4582/4582	---M--	200	added ('OK')	image/gif	etag:%22b82fe82bf7b78763e2fb6079e484ba04%22	https://public-assets.envato-static.com/assets/common/pagination_loader-7fb337642f4cde133550f90749ee6eeb94b0d56dce6ae041cacc18c2bae22699.gif	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/common/pagination_loader-7fb337642f4cde133550f90749ee6eeb94b0d56dce6ae041cacc18c2bae22699.gif	(from https://public-assets.envato-static.com/assets/market/core/index-c1b9dd80e122c92c58b74628a0ca02a1d6e949a777501fdec5243b08ac169924.css)
18:12:46	60078/60078	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:12:49%20GMT	https://quanticalabs.com/CleanMate/Template/	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index.html	(from )
18:12:46	340/340	---MCZ	200	added ('OK')	text/plain	etag:W/%2262f60054-336%22	https://themeforest.net/robots.txt		(from )
18:12:47	111517/111517	---MCZ	200	added ('OK')	application/javascript	etag:W/%227baa082d66863a0e986693c24be770ad%22	https://public-assets.envato-static.com/assets/market/core/datadog-31cd5e61112f0c7c2f9671350fee5cfc4de6155c4c2ed01c6690fdae62d2c099.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/core/datadog-31cd5e61112f0c7c2f9671350fee5cfc4de6155c4c2ed01c6690fdae62d2c099.js	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:47	78173/78173	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fd842aae5dcd629d28ea45f5cca60c5d%22	https://public-assets.envato-static.com/assets/market/core/rollbar-a86e443338a6e0f95d27d14cc8449828a6d2579281d3dc368a02c07743ab099c.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/core/rollbar-a86e443338a6e0f95d27d14cc8449828a6d2579281d3dc368a02c07743ab099c.js	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:47	31579/31579	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Aug%202022%2023:22:51%20GMT	https://themeforest.img.customer.envatousercontent.com/files/283846039/_screenshots/01_preview.__large_preview.jpg?auto=compress%2Cformat&q=80&fit=crop&crop=top&max-h=8000&max-w=590&s=247df54d91a2c882db4918ec9f0c75fe	C:/My%20Web%20Sites/ssadw/themeforest.img.customer.envatousercontent.com/files/283846039/_screenshots/01_preview.__large_previewc50a.jpg	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:47	236807/236807	---MCZ	200	added ('OK')	text/css	etag:W/%229d1bde4a8a8ff77a0d967666f38db09c%22	https://public-assets.envato-static.com/assets/market/pages/default/index-28fa5cf5f77d159b3bcdb3fdcb461ca6a5b6f37171a8a49dc5a364a2590bf60a.css	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/pages/default/index-28fa5cf5f77d159b3bcdb3fdcb461ca6a5b6f37171a8a49dc5a364a2590bf60a.css	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:48	13256/13256	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254b791f9d2322704e35e3c4fe9863571%22	https://public-assets.envato-static.com/assets/market/core/head-df4183f2f1b84caa8ad6707c533e562f18a9eaae2b2e4d2081cf439c23343ad3.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/core/head-df4183f2f1b84caa8ad6707c533e562f18a9eaae2b2e4d2081cf439c23343ad3.js	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:48	1362/1362	---M--	200	added ('OK')	image/png	etag:%22625c8cdd2e6bb63f3a86c4ef86aff59a%22	https://assets.banners.envato-static.com/header_banner/background_image/f5de229ebd.png	C:/My%20Web%20Sites/ssadw/assets.banners.envato-static.com/header_banner/background_image/f5de229ebd.png	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:48	68/68	---M--	200	added ('OK')	image/png	etag:%22978c1bee49d7ad5fc1a4d81099b13e18%22	https://public-assets.envato-static.com/assets/common/transparent-1px-93ae7d494fad0fb30cbf3ae746a39c4bc7a0f8bbf87fbb587a3f3c01f3c5ce20.png	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/common/transparent-1px-93ae7d494fad0fb30cbf3ae746a39c4bc7a0f8bbf87fbb587a3f3c01f3c5ce20.png	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:49	147674/147674	---MCZ	200	added ('OK')	text/html	etag:W/%2220bbd75521a2d1a85173980054bf1fb9%22	https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/reviews/20493947	C:/My%20Web%20Sites/ssadw/themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/reviews/20493947.html	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:51	203925/203925	---MCZ	200	added ('OK')	text/html	etag:W/%221a1aadc24650e12892cd984d89c46dbf%22	https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947/comments	C:/My%20Web%20Sites/ssadw/themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947/comments.html	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:51	135377/135377	---MCZ	200	added ('OK')	text/html	etag:W/%22f26f6c922cd89662e56cc4cdadf21ccf%22	https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947/support	C:/My%20Web%20Sites/ssadw/themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947/support.html	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:51	670/670	---M--	200	added ('OK')	image/png	etag:%22a710b75e6323a87230f0642740ec8fe4%22	https://s3.envato.com/files/231957975/thumbnail.png	C:/My%20Web%20Sites/ssadw/s3.envato.com/files/231957975/thumbnail.png	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:52	182/182	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2015:12:55%20GMT	https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/full_screen_preview/20493947	C:/My%20Web%20Sites/ssadw/themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/full_screen_preview/20493947	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:52	182/182	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2015:12:55%20GMT	https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/full_screen_preview/20493947	C:/My%20Web%20Sites/ssadw/themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/full_screen_preview/20493947	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:52	210031/210031	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc23b9ea65a33aca481403ef100e351d%22	https://public-assets.envato-static.com/assets/market/core/index-de858795faed7cf9b181b2e8191f4aecf6958d50e04a933c5871e163b88bb379.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/core/index-de858795faed7cf9b181b2e8191f4aecf6958d50e04a933c5871e163b88bb379.js	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:52	570332/570332	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c5cdd78c4a4bbcaccd234f73807f0840%22	https://public-assets.envato-static.com/assets/market/pages/default/index-8e1604cc84b5c1514f02317af295a840ba739ef5b6c6bfdaa4125d462cecb6aa.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/pages/default/index-8e1604cc84b5c1514f02317af295a840ba739ef5b6c6bfdaa4125d462cecb6aa.js	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:53	1784/1784	---MCZ	200	added ('OK')	application/javascript	etag:W/%225336c09fed9a1d4908f9ff2a31ef4551%22	https://public-assets.envato-static.com/assets/market/core/lazyload-d32acbbc193ba843927175d43ecdc442a0f9dc9c4f9eca8172c201ca29cd4bab.js	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/assets/market/core/lazyload-d32acbbc193ba843927175d43ecdc442a0f9dc9c4f9eca8172c201ca29cd4bab.js	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:53	102052/102052	---M-Z	200	added ('OK')	application/javascript	etag:%2227a0736d869ad81:0%22	https://consent.cookiebot.com/uc.js	C:/My%20Web%20Sites/ssadw/consent.cookiebot.com/uc.js	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:54	21/21	---MCZ	404	error ('Not%20Found')	text/plain	date:Fri,%2012%20Aug%202022%2015:12:57%20GMT	https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/linkid.js	C:/My%20Web%20Sites/ssadw/themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/linkid.26.delayed	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:54	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20Apr%202022%2021:02:38%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/ssadw/www.google-analytics.com/analytics.js	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:55	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2012%20Aug%202022%2015:12:58%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/ssadw/www.googletagmanager.com/gtm.285445.delayed	(from https://themeforest.net/item/cleanmate-cleaning-company-maid-gardening-template/20493947)
18:12:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Aug%202022%2015:12:58%20GMT	http://themeforest.net/robots.txt		(from )
18:12:57	118/118	---M-Z	200	added ('OK')	text/plain	date:Mon,%2026%20Nov%202012%2020:50:55%20GMT	https://quanticalabs.com/robots.txt		(from )
18:12:57	30072/30072	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Jun%202021%2015:39:55%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css	(from https://quanticalabs.com/CleanMate/Template/)
18:12:57	894/894	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Aug%202017%2011:16:40%20GMT	https://quanticalabs.com/CleanMate/Template/style/reset.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style/reset.css	(from https://quanticalabs.com/CleanMate/Template/)
18:12:57	3096/3096	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Jun%202021%2015:20:49%20GMT	https://quanticalabs.com/CleanMate/Template/style/superfish.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style/superfish.css	(from https://quanticalabs.com/CleanMate/Template/)
18:12:58	19888/19888	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Aug%202017%2011:16:39%20GMT	https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style/prettyPhoto.css	(from https://quanticalabs.com/CleanMate/Template/)
18:12:58	13298/13298	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Jun%202021%2015:18:39%20GMT	https://quanticalabs.com/CleanMate/Template/style/jquery.qtip.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style/jquery.qtip.css	(from https://quanticalabs.com/CleanMate/Template/)
18:12:58	92371/92371	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Jun%202021%2015:18:35%20GMT	https://quanticalabs.com/CleanMate/Template/style/style.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style/style.css	(from https://quanticalabs.com/CleanMate/Template/)
18:12:59	8650/8650	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Aug%202017%2011:16:36%20GMT	https://quanticalabs.com/CleanMate/Template/style/animations.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style/animations.css	(from https://quanticalabs.com/CleanMate/Template/)
18:12:59	30369/30369	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Jun%202021%2015:21:17%20GMT	https://quanticalabs.com/CleanMate/Template/style/responsive.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style/responsive.css	(from https://quanticalabs.com/CleanMate/Template/)
18:12:59	4012/4012	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Aug%202017%2011:16:38%20GMT	https://quanticalabs.com/CleanMate/Template/style/odometer-theme-default.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style/odometer-theme-default.css	(from https://quanticalabs.com/CleanMate/Template/)
18:13:00	5166/5166	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Jun%202021%2015:20:21%20GMT	https://quanticalabs.com/CleanMate/Template/fonts/features/style.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/fonts/features/style.css	(from https://quanticalabs.com/CleanMate/Template/)
18:13:00	2266/2266	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Jun%202021%2015:20:15%20GMT	https://quanticalabs.com/CleanMate/Template/fonts/template/style.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/fonts/template/style.css	(from https://quanticalabs.com/CleanMate/Template/)
18:13:00	2379/2379	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Jun%202021%2015:19:58%20GMT	https://quanticalabs.com/CleanMate/Template/fonts/social/style.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/fonts/social/style.css	(from https://quanticalabs.com/CleanMate/Template/)
18:13:01	15086/15086	---M--	200	added ('OK')	image/x-icon	date:Wed,%2016%20Aug%202017%2010:46:28%20GMT	https://quanticalabs.com/CleanMate/Template/images/favicon.ico	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/favicon.ico	(from https://quanticalabs.com/CleanMate/Template/)
18:13:01	1756/1756	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:46:29%20GMT	https://quanticalabs.com/CleanMate/Template/images/logo.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/logo.png	(from https://quanticalabs.com/CleanMate/Template/)
18:13:01	60156/60156	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:04%20GMT	https://quanticalabs.com/CleanMate/Template/?page=home	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index9ba3.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:01	1512/1512	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:46:32%20GMT	https://quanticalabs.com/CleanMate/Template/images/logo_transparent.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/logo_transparent.png	(from https://quanticalabs.com/CleanMate/Template/)
18:13:01	59352/59352	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:04%20GMT	https://quanticalabs.com/CleanMate/Template/?page=home_2	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexff4b.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:02	36485/36485	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:06%20GMT	https://quanticalabs.com/CleanMate/Template/?page=about	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index171c.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:04	88182/88182	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:50:08%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x480/image_01.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x480/image_01.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:04	228533/228533	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:51:12%20GMT	https://quanticalabs.com/CleanMate/Template/images/slider/image_02.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/slider/image_02.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:04	390340/390340	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:51:10%20GMT	https://quanticalabs.com/CleanMate/Template/images/slider/image_01.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/slider/image_01.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:04	37099/37099	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:07%20GMT	https://quanticalabs.com/CleanMate/Template/?page=about_2	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index87c0.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:05	346923/346923	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:51:14%20GMT	https://quanticalabs.com/CleanMate/Template/images/slider/image_03.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/slider/image_03.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:05	63182/63182	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:50%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_07.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_07.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:05	28202/28202	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:08%20GMT	https://quanticalabs.com/CleanMate/Template/?page=services	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index94f6.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:05	29214/29214	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:08%20GMT	https://quanticalabs.com/CleanMate/Template/?page=services_2	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index616e.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:05	74134/74134	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:51%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_08.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_08.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:05	74654/74654	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:45%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_04.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_04.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:05	123546/123546	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:48%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_06.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_06.jpg	(from https://quanticalabs.com/CleanMate/Template/)
